Filename,Duration (seconds),Chroma_stft,Spectral_centroid,Spectral_bandwidth,Spectral_rolloff,Rmse,Zero_crossing_rate
music_slovak_10.wav,111.08426303854876,0.26628357,866.2727073651864,749.677534187757,1368.3304301773119,0.09574793,0.05375389808646813
music_slovak_1.wav,38.034285714285716,0.2391454,933.0455221802847,741.3657299395085,1361.6565008436928,0.10814053,0.06490655029743746
music_slovak_11.wav,88.79310657596372,0.23419331,1006.0310126925608,716.5887751997413,1530.9488166360295,0.12487785,0.07153147977941177
music_slovak_18.wav,67.0592290249433,0.19119881,971.7766311884523,731.1833340273322,1365.71117175331,0.1425676,0.07009886638975424
music_slovak_15.wav,52.291337868480724,0.2318805,1018.7002409277893,772.0977750444948,1542.8210302929429,0.084890336,0.07143123404904572
music_slovak_17.wav,54.381133786848075,0.22794211,1001.1108393064659,721.3953382009744,1448.6294676796574,0.14673902,0.07218455739169868
music_slovak_12.wav,78.39056689342404,0.24038309,939.2284636648055,739.452587857601,1342.3978643442774,0.0951145,0.06561129284498075
music_slovak_3.wav,73.00353741496599,0.22788842,975.0129286393369,806.5611018954284,1541.3802290341812,0.095010296,0.06362716116852146
music_slovak_4.wav,120.55800453514739,0.2751377,1031.3024922892769,890.3965502077156,1693.0475773803075,0.06583799,0.06312264556855382
music_slovak_2.wav,31.161179138321994,0.26971844,1000.5170535278407,837.1037445327854,1723.6423199867368,0.089840345,0.061055516451042444
music_slovak_14.wav,80.71256235827664,0.22865137,937.097306913181,696.246362212128,1339.30392327033,0.124713466,0.06686911310037388
music_slovak_16.wav,45.55755102040816,0.2565931,1019.8461917845325,797.149612163347,1529.959860445587,0.099485174,0.07156442029100867
music_slovak_13.wav,51.687619047619044,0.24412127,919.5319817071028,669.9516876365595,1296.4351631784632,0.11537808,0.06633586909238887
music_slovak_5.wav,39.7990022675737,0.20325094,909.0603794223936,746.5008164800215,1295.6710379464287,0.092552446,0.06418919688411079
music_slovak_8.wav,43.97859410430839,0.21348058,1031.4660359713946,809.6240512060369,1559.2709406950858,0.08535564,0.07146530755277045
music_slovak_9.wav,132.02866213151927,0.26588488,1027.364351571391,822.5425871726593,1661.5950226050093,0.11316257,0.06635061324072446
music_slovak_6.wav,32.46149659863946,0.20354356,985.9077121437756,788.3437542507917,1431.3962051577018,0.05988402,0.07063325087115797
music_slovak_7.wav,95.57333333333334,0.2379069,894.0738088349534,659.1831940208068,1265.7909290461046,0.0933422,0.06663728518945834
