Filename,Duration (seconds),Chroma_stft,Spectral_centroid,Spectral_bandwidth,Spectral_rolloff,Rmse,Zero_crossing_rate
common_voice_fi_25457666.mp3,5.796009070294785,0.36410987,3074.9691453101254,2430.4601451592134,5468.01240234375,0.08758339,0.20814453125
common_voice_fi_25457665.mp3,5.328027210884354,0.37304863,2754.109111014117,2493.318785896296,5274.792162024457,0.07783427,0.18156632133152173
common_voice_fi_25457663.mp3,9.468027210884355,0.32921576,2866.1054512809346,2292.0076954616857,5115.0593477136945,0.110621184,0.18580777037377452
common_voice_fi_25457660.mp3,3.708027210884354,0.43711323,3485.8738337019145,2653.693346912605,6478.937072753906,0.06602522,0.2417633056640625
common_voice_fi_25457662.mp3,7.02,0.3445105,2632.3953677707345,2262.9406281738216,4867.925239789604,0.10195441,0.17172352000825084
common_voice_fi_25457661.mp3,4.86,0.3921983,2938.4215240216067,2421.332469342267,5550.849609375,0.08133891,0.20022088913690475
common_voice_fi_25457664.mp3,3.9960090702947846,0.41982862,3093.09410520505,2717.929186653371,6079.084627890174,0.07931242,0.1971075686416185
common_voice_fi_25457648.mp3,5.58,0.38968232,3389.0387289086925,2569.946630301961,6153.17980501167,0.0718071,0.23396776128112035
common_voice_fi_25457659.mp3,6.12,0.37533876,2855.7549813391406,2545.819539881872,5569.514049183239,0.07961035,0.18644020774147727
common_voice_fi_25457647.mp3,8.676009070294784,0.34606135,2503.329875446564,2192.8174487968263,4636.346207073028,0.10992952,0.1607006705381016
common_voice_fi_25457646.mp3,5.148027210884353,0.4126674,3156.0493981245086,2504.6466450173134,5807.466084248311,0.068913974,0.22019944749436937
common_voice_fi_25457627.mp3,3.4560090702947845,0.4250817,3091.3807070239345,2596.448713335047,5987.531132026007,0.05397309,0.2036591600251678
common_voice_fi_25457645.mp3,3.6360090702947847,0.38486627,3107.013345744477,2658.497673208545,5930.54587977707,0.067203194,0.2145825039808917
common_voice_fi_25457628.mp3,5.256009070294785,0.38307112,2974.619431531952,2434.0799563618666,5455.489184677864,0.071280584,0.19778186949339208
common_voice_fi_25457644.mp3,5.76,0.3426369,2433.6695752324326,2338.500977644523,4656.274119917169,0.08635318,0.14253106174698796
common_voice_fi_25457626.mp3,3.3480272108843536,0.41116318,2944.9305135716486,2646.3638981238737,5950.2922952586205,0.050420556,0.18166419719827587
common_voice_fi_25457625.mp3,3.8160090702947844,0.4052798,3201.8947000069084,2595.1503895552823,6018.465021306818,0.07154069,0.2212801846590909
common_voice_fi_25020969.mp3,3.528027210884354,0.43299478,2768.0288186821745,2561.786749440604,5402.779830129523,0.023638373,0.17148309004934212
common_voice_fi_25457617.mp3,3.9960090702947846,0.4242754,3098.997878377992,2533.3225021701,5844.89548523302,0.060778856,0.2132264947615607
common_voice_fi_25457624.mp3,2.3760090702947845,0.50254726,3409.3814561405934,2898.1267020027976,6899.405529429611,0.038927943,0.23172974817961164
common_voice_fi_25020968.mp3,5.976009070294785,0.36346164,2578.7151665303763,2501.3870385069017,5341.402843386628,0.028921867,0.1422317859738372
common_voice_fi_25020967.mp3,8.28,0.33598605,2190.2910197036394,2197.5069409687803,4122.975068933823,0.041254744,0.12170102415966387
common_voice_fi_25020945.mp3,2.9880272108843537,0.45515808,2894.2305639763163,2853.2742990082997,6142.721770530523,0.025314076,0.15100003028100775
common_voice_fi_25020946.mp3,3.6,0.4364108,3296.2361948529783,2989.1417212738234,6685.7835036057695,0.02480325,0.19300255408653846
common_voice_fi_25020965.mp3,7.488027210884353,0.3769116,2916.7111332193895,2435.035750429541,5330.601099917763,0.032139298,0.19876523800309598
