Filename,Duration (seconds),Chroma_stft,Spectral_centroid,Spectral_bandwidth,Spectral_rolloff,Rmse,Zero_crossing_rate
music_greek_11.wav,95.61977324263039,0.20181628,857.8036890673941,795.731083637915,1477.9807205366897,0.075419456,0.054050802113680504
music_greek_1.wav,27.39954648526077,0.18359792,1012.6889926764647,741.2499164912532,1573.4007031911515,0.10325863,0.071740960388442
music_greek_12.wav,44.67519274376417,0.23312014,793.7812244578748,662.7448008529176,1338.8450816761363,0.10731472,0.05639280641233766
music_greek_10.wav,95.29469387755103,0.22873177,938.0270882622656,750.0642490781031,1586.6298780545828,0.073953986,0.0673653271543849
music_greek_7.wav,33.715374149659866,0.21577284,868.9888862541262,784.3214205945451,1302.7291494160788,0.10660051,0.05603909476083964
music_greek_4.wav,70.17070294784581,0.2324144,1109.0811456127105,867.1285639883937,1740.3892665993012,0.10706777,0.07334879207327158
music_greek_6.wav,86.79619047619047,0.1648131,1175.6871145121652,832.2979543087368,1859.0571992950154,0.14061315,0.08423419635096283
music_greek_2.wav,84.52063492063492,0.20926438,1285.8425298566156,1080.2143323806367,2154.8313625956985,0.119226925,0.08023368837544631
music_greek_9.wav,50.01578231292517,0.24454804,871.3089450985271,821.8609442829558,1388.4369562064965,0.09201584,0.051490447360788866
music_greek_8.wav,84.79927437641723,0.22562824,1150.2671999703284,969.4433025931238,1900.9491676896557,0.15350094,0.06965566614768683
music_greek_3.wav,73.74657596371883,0.23415102,1147.6797687385824,910.8752910806974,1829.3191450513457,0.15947922,0.0758088531830343
music_greek_5.wav,55.49569160997732,0.19187224,1126.2348714666998,894.1691329261064,1837.1442653603356,0.110825054,0.07222845762756169
